university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Al-Azhar University,2021,1001,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16.0,"20,664",XL,"18,933"
Alexandru Ioan Cuza University,2021,1001,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22.0,"1,754",L,"1,077"
Amity University,2021,1001,,https://www.topuniversities.com/universities/amity-university,India,Noida,Asia,https://www.topuniversities.com/sites/default/files/amity-university_592560cf2aeae70239af563b_small.jpg,Private,Very High,13.0,"3,639",XL,"2,236"
An-Najah National University,2021,1001,,https://www.topuniversities.com/universities/najah-national-university,"Palestinian Territory, Occupied",Nablus,Asia,https://www.topuniversities.com/sites/default/files/an-najah-national-university_592560cf2aeae70239af5468_small.jpg,Public,Medium,18.0,"2,144",L,"1,011"
Aoyama Gakuin University,2021,1001,,https://www.topuniversities.com/universities/aoyama-gakuin-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/aoyama-gakuin-university_592560cf2aeae70239af4a9a_small.jpg,Private,High,20.0,630,L,949
Assiut University ,2021,1001,,https://www.topuniversities.com/universities/assiut-university,Egypt,Asyut,Africa,https://www.topuniversities.com/sites/default/files/assiut-university-_592560cf2aeae70239af4f3a_small.jpg,Public,High,14.0,"1,462",XL,"5,222"
Azerbaijan State University of Economics,2021,1001,,https://www.topuniversities.com/universities/azerbaijan-state-university-economics,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/azerbaijan-state-university-of-economics_14955_small.jpg,Public,Medium,12.0,362,L,"1,451"
Baku State University,2021,1001,,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,Public,High,11.0,364,L,"2,106"
Baylor College of Medicine,2021,,,https://www.topuniversities.com/universities/baylor-college-medicine,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/baylor-college-of-medicine_48_small.jpg,Private,Very High,,210,S,"4,424"
Belarusian State University of Informatics and Radioelectronics,2021,1001,,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg,Public,Medium,20.0,417,L,703
Benemérita Universidad Autónoma de Puebla,2021,1001,,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,Public,Medium,32.0,283,XL,"2,414"
BI Norwegian Business School,2021,,69.8,https://www.topuniversities.com/universities/bi-norwegian-business-school,Norway,Oslo,Europe,https://www.topuniversities.com/sites/default/files/bi-norwegian-business-school_592560cf2aeae70239af4abb_small.jpg,Private,Very High,,,L,
"Birla Institute of Technology and Science, Pilani",2021,1001,,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,Private,Very High,18.0,289,L,776
Birzeit university,2021,1001,,https://www.topuniversities.com/universities/birzeit-university,"Palestinian Territory, Occupied",Birzeit,Asia,https://www.topuniversities.com/sites/default/files/birzeit-university_592560cf2aeae70239af546c_small.jpg,Private,Medium,20.0,530,M,572
Brigham Young University,2021,1001,,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,Private,Very High,21.0,"1,163",XL,"1,512"
Canterbury Christ Church University,2021,1001,,https://www.topuniversities.com/universities/canterbury-christ-church-university,United Kingdom,Bexleyheath,Europe,https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg,Public,High,17.0,"1,522",M,674
Central European University,2021,,70.1,https://www.topuniversities.com/universities/central-european-university,Austria,Vienna,Europe,https://www.topuniversities.com/sites/default/files/ceu_onlyletters_logo_2020-04-48x48.jpg,Private,Very High,,,S,
Chung Yuan Christian University,2021,1001,,https://www.topuniversities.com/universities/chung-yuan-christian-university,Taiwan,Taoyuan City,Asia,https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg,Public,High,21.0,"1,246",L,727
Copenhagen Business School,2021,,84.7,https://www.topuniversities.com/universities/copenhagen-business-school,Denmark,Frederiksberg,Europe,https://www.topuniversities.com/sites/default/files/copenhagen-business-school_710_small.jpg,Public,Very High,,,L,
Cranfield University,2021,,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5.0,"2,052",S,623
Damascus University,2021,1001,,https://www.topuniversities.com/universities/damascus-university,Syrian Arab Republic,Damascus,Asia,https://www.topuniversities.com/sites/default/files/damascus-university_592560cf2aeae70239af546d_small.jpg,Public,Medium,67.0,"2,184",XL,"2,597"
Diponegoro University,2021,1001,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14.0,741,XL,"2,852"
Dokuz Eylül Üniversitesi,2021,1001,,https://www.topuniversities.com/universities/dokuz-eylul-universitesi,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/dokuz-eyll-niversitesi_592560cf2aeae70239af50b2_small.jpg,Public,High,27.0,110,XL,"2,238"
Doshisha University,2021,1001,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20.0,"1,213",L,"1,441"
Academician Y.A. Buketov Karaganda University,2021,1001,,https://www.topuniversities.com/universities/eabuketov-karaganda-state-university,Kazakhstan,Karaganda,Asia,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg,Private,High,9.0,572,M,1.181
EGE UNIVERSITY,2021,1001,,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg,Public,High,14.0,"1,697",XL,"3,165"
ESCP Business School - Paris,2021,,73.6,https://www.topuniversities.com/universities/escp-business-school-paris,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/escp-business-school-paris_592560cf2aeae70239af4b44_small.jpg,Private,High,,,S,
Escuela Superior Politécnica del Litoral (ESPOL),2021,1001,,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Ecuador,Guayaquil,Latin America,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,Public,Very High,14.0,112,M,828
ESSEC Business School,2021,,,https://www.topuniversities.com/universities/essec-business-school,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/essec-business-school_198_small.jpg,Private,Very High,,,M,
Feng Chia University,2021,1001,,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,Private,Very High,22.0,"1,425",L,855
Fu Jen Catholic University,2021,1001,,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,Private,Medium,24.0,"2,059",L,791
Gazi Üniversitesi,2021,1001,,https://www.topuniversities.com/universities/gazi-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,Public,High,20.0,"1,067",XL,"2,097"
German University in Cairo,2021,1001,,https://www.topuniversities.com/universities/german-university-cairo,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/german-university-in-cairo_592560e29988f300e232125e_small.jpg,Private,Medium,17.0,49,L,743
Institut polytechnique de Grenoble - Grenoble Institute of Technology,2021,,,https://www.topuniversities.com/universities/institut-polytechnique-de-grenoble-grenoble-institute-technology,France,Grenoble,Europe,https://www.topuniversities.com/sites/default/files/institut-polytechnique-de-grenoble-grenoble-institute-of-technology_1296_small.jpg,Public,Medium,15.0,"1,739",M,440
Hanoi University of Science and Technology,2021,1001,,https://www.topuniversities.com/universities/hanoi-university-science-technology,Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/hanoi-university-of-science-and-technology_592560cf2aeae70239af585f_small.jpg,Public,Very High,30.0,146,XL,"1,119"
HEC Paris School of Management,2021,,,https://www.topuniversities.com/universities/hec-paris-school-management,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/hec-paris-school-of-management_257_small.jpg,Private,Very High,,,S,
Helwan University ,2021,1001,,https://www.topuniversities.com/universities/helwan-university,Egypt,Helwan,Africa,https://www.topuniversities.com/sites/default/files/helwan-university-_592560cf2aeae70239af4f3b_small.jpg,Public,High,19.0,"2,297",XL,"6,629"
IMT Atlantique,2021,,,https://www.topuniversities.com/universities/imt-atlantique,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/imt-atlantique_5a53028cca24f32bec6e7157_small.jpg,,Very High,6.0,722,S,271
INSEAD,2021,,,https://www.topuniversities.com/universities/insead,France,Fontainebleau,Europe,https://www.topuniversities.com/sites/default/files/insead_592560cf2aeae70239af4ba8_small.jpg,Private,Very High,,,S,
Izmir Institute of Technology (IZTECH),2021,1001,,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Turkey,Izmir,Asia,https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg,Public,High,19.0,159,M,288
Jamia Hamdard,2021,1001,,https://www.topuniversities.com/universities/jamia-hamdard,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg,Public,High,16.0,338,M,522
Jawaharlal Nehru University,2021,,,https://www.topuniversities.com/universities/jawaharlal-nehru-university,India,New Delhi,Asia,https://www.topuniversities.com/sites/default/files/jawaharlal-nehru-university_302_small.jpg,Public,Very High,15.0,240,M,565
Karolinska Institutet,2021,,,https://www.topuniversities.com/universities/karolinska-institutet,Sweden,Stockholm,Europe,https://www.topuniversities.com/sites/default/files/karolinska-institutet_311_small.jpg,Public,Very High,,,M,"1,730"
King Abdullah University of Science & Technology (KAUST),2021,,,https://www.topuniversities.com/universities/king-abdullah-university-science-technology-kaust,Saudi Arabia,Thuwal,Asia,https://www.topuniversities.com/sites/default/files/king-abdullah-university-of-science-technology_2137_small.jpg,Private,Very High,7.0,676,S,145
King Mongkut's Institute of Technology Ladkrabang,2021,1001,,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg,Public,Very High,21.0,307,L,
Leeds Beckett University,2021,1001,,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,Public,High,19.0,"1,247",L,"1,015"
London Business School,2021,,,https://www.topuniversities.com/universities/london-business-school,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/london-business-school_592560cf2aeae70239af4be5_small.jpg,Public,Very High,17.0,"1,613",S,106
Makerere University,2021,1001,,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,Public,High,24.0,"2,694",XL,"1,468"
Mansoura University,2021,1001,,https://www.topuniversities.com/universities/mansoura-university,Egypt,Mansoura ,Africa,https://www.topuniversities.com/sites/default/files/mansoura-university_592560cf2aeae70239af4f3c_small.jpg,Public,High,24.0,"5,042",XL,"7,556"
Marquette University,2021,1001,,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12.0,367,M,913
Meiji University,2021,1001,,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,Private,High,19.0,"1,592",XL,"1,693"
Miami University,2021,1001,,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,Public,High,17.0,"2,260",L,"1,062"
